date,open,high,low,close
2015-03-26,102.6375,103.0517,101.0585,101.4680
2015-03-27,101.2641,101.3977,99.6179,99.7495
2015-03-30,99.3333,101.1315,99.0648,100.8589
2015-03-31,101.1094,101.5520,100.0350,100.4747
2015-04-01,100.3014,101.9800,100.1731,101.8498
2015-04-02,101.3978,101.7852,101.3169,101.7041
2015-04-03,102.1673,102.6591,101.6324,102.1239
2015-04-06,102.1282,103.2383,101.0664,102.1760
2015-04-07,101.9011,104.0451,100.7817,102.9147
2015-04-08,103.0718,103.8537,102.4582,103.2390
2015-04-09,102.7923,103.4684,102.3417,103.0168
2015-04-10,102.7692,103.3502,102.7076,103.2883
2015-04-13,103.8136,104.2597,102.8542,103.2981
2015-04-14,103.3708,103.9174,101.7291,102.2700
2015-04-15,102.1354,102.8453,101.1932,101.9015
2015-04-16,101.7886,102.7941,100.9582,101.9623
2015-04-17,101.5822,104.4293,100.9159,103.7488
2015-04-20,103.4848,103.9551,101.9797,102.4453
2015-04-21,102.5276,102.9460,101.7380,102.1549
2015-04-22,102.3686,102.5713,102.0699,102.2724
2015-04-23,101.8307,102.3431,100.5875,101.0962
2015-04-24,101.2183,102.2091,98.5794,99.5539
2015-04-27,99.5563,101.4517,99.2736,101.1645
2015-04-28,101.0053,103.0529,97.9902,100.0178
2015-04-29,100.0865,101.4760,99.6333,101.0185
2015-04-30,101.3906,102.3968,100.7365,101.7404
2015-05-01,101.7230,101.8918,100.9937,101.1615
2015-05-04,101.6603,102.9304,101.4976,102.7660
2015-05-05,102.5813,102.7883,100.2496,100.4523
2015-05-06,99.8020,100.0892,99.2020,99.4883
2015-05-07,99.3611,99.8769,99.3416,99.8574
2015-05-08,99.8237,102.6891,98.4839,101.3291
2015-05-11,101.3217,101.8725,100.0491,100.5960
2015-05-12,100.7630,101.3497,100.5958,101.1817
2015-05-13,101.4156,101.8206,100.8958,101.3003
2015-05-14,101.7701,101.8842,99.0598,99.1709
2015-05-15,99.1214,99.7052,99.0052,99.5885
2015-05-18,100.0022,100.3208,99.7924,100.1108
2015-05-19,99.6081,100.4974,98.5806,99.4686
2015-05-20,99.1448,99.7190,97.4865,98.0543
2015-05-21,97.8984,98.3679,96.9210,97.3881
2015-05-22,97.2155,98.6427,96.9038,98.3274
2015-05-25,99.0426,99.2933,96.3586,96.6031
2015-05-26,96.4528,97.8173,95.9403,97.3004
2015-05-27,97.2304,97.3195,96.8953,96.9841
2015-05-28,97.3212,97.4406,95.6553,95.7728
2015-05-29,95.2425,96.6084,93.6691,95.0320
2015-06-01,94.6374,94.8736,94.1860,94.4217
2015-06-02,94.2754,95.5883,94.1107,95.4217
2015-06-03,95.5256,95.8200,94.3802,94.6720
2015-06-04,94.7839,94.8444,94.4396,94.4999
2015-06-05,94.2474,96.4234,93.6854,95.8518
2015-06-08,95.9964,96.8682,93.6684,94.5268
2015-06-09,93.9447,93.9462,92.6922,92.6936
2015-06-10,92.4093,92.8373,92.0523,92.4799
2015-06-11,92.8416,93.2194,92.4649,92.8427
2015-06-12,92.4091,94.7168,92.0710,94.3715
2015-06-15,94.5338,94.6762,94.4324,94.5748
2015-06-16,94.4719,95.6912,92.4896,93.6990
2015-06-17,93.4642,95.5289,92.7001,94.7542
2015-06-18,94.5999,95.3812,94.2469,95.0266
2015-06-19,95.1373,95.3765,94.1916,94.4290
2015-06-22,94.5451,95.8186,92.8378,94.1053
2015-06-23,94.6057,97.5008,93.5363,96.4111
2015-06-24,96.2633,98.3308,95.3274,97.3840
2015-06-25,97.4476,98.4126,95.8004,96.7586
2015-06-26,97.0050,97.7634,96.0460,96.8028
2015-06-29,96.2923,96.6819,95.8684,96.2579
2015-06-30,95.9790,96.8601,94.8126,95.6911
2015-07-01,95.9801,96.5562,94.8526,95.4253
2015-07-02,95.9176,96.0389,94.9893,95.1096
2015-07-03,94.8162,98.3497,94.0137,97.5242
2015-07-06,97.4983,98.9831,97.2008,98.6819
2015-07-07,98.5799,100.2153,96.0362,97.6563
2015-07-08,97.9705,98.7722,97.0245,97.8250
2015-07-09,98.1404,98.7718,97.9483,98.5788
2015-07-10,98.1277,99.2925,97.7226,98.8844
2015-07-13,99.0178,99.9997,98.7676,99.7477
2015-07-14,99.6725,99.8437,99.4732,99.6443
2015-07-15,99.5149,101.3688,99.3762,101.2277
2015-07-16,101.5444,104.1012,101.2838,103.8347
2015-07-17,104.0390,104.2410,102.1624,102.3612
2015-07-20,102.0883,102.5768,100.9973,101.4829
2015-07-21,101.6172,102.4710,100.0108,100.8582
2015-07-22,100.6717,101.9080,97.1595,98.3675
2015-07-23,98.2260,98.7427,98.1762,98.6927
2015-07-24,98.8468,99.3785,97.1351,97.6604
2015-07-27,97.6596,98.2609,97.5785,98.1793
2015-07-28,98.2242,99.6333,98.0238,99.4304
2015-07-29,99.4034,101.7696,98.6500,101.0041
2015-07-30,100.5360,100.8221,100.0820,100.3677
2015-07-31,100.6655,101.6632,99.9790,100.9747
2015-08-03,101.4644,101.4898,101.1544,101.1797
2015-08-04,101.4575,101.4988,100.0816,100.1224
2015-08-05,100.4222,101.4492,100.4034,101.4302
2015-08-06,101.3935,101.7161,100.5379,100.8588
2015-08-07,100.8804,101.7020,97.6126,98.4141
2015-08-10,98.0564,98.6846,97.3681,97.9960
2015-08-11,98.1799,98.5898,95.0065,95.4049
2015-08-12,95.4558,95.9614,93.5898,94.0881
2015-08-13,94.1691,94.3902,94.1308,94.3518
2015-08-14,94.4930,95.0163,94.3292,94.8519
2015-08-17,94.9059,95.0866,94.5285,94.7089
2015-08-18,94.7230,95.5622,94.0911,94.9290
2015-08-19,94.8891,95.1848,94.5924,94.8881
2015-08-20,94.4036,94.5273,94.0874,94.2108
2015-08-21,94.6267,94.6479,92.3717,92.3923
2015-08-24,92.4192,93.1056,90.7626,91.4418
2015-08-25,91.3009,92.7628,90.6515,92.1077
2015-08-26,92.4401,92.4681,91.8337,91.8615
2015-08-27,91.6615,92.5812,91.2681,92.1855
2015-08-28,92.0062,94.2724,91.2698,93.5239
2015-08-31,93.3149,94.7472,92.8672,94.2948
2015-09-01,94.2795,95.3272,93.3525,94.3991
2015-09-02,94.9039,95.1368,94.3509,94.5831
2015-09-03,94.7554,97.1468,94.3271,96.7098
2015-09-04,96.7465,97.1556,96.0708,96.4788
2015-09-07,96.5685,96.9254,96.2384,96.5952
2015-09-08,96.7064,98.0041,95.5321,96.8284
2015-09-09,97.1010,97.9169,95.6203,96.4305
2015-09-10,96.4845,97.5425,96.1794,97.2350
2015-09-11,97.5009,97.6504,96.9102,97.0590
2015-09-14,96.7466,96.9164,95.6228,95.7910
2015-09-15,95.8487,97.3032,95.5914,97.0427
2015-09-16,97.5322,97.5679,95.9605,95.9957
2015-09-17,96.2279,99.1618,94.7555,97.6674
2015-09-18,97.6483,97.6871,97.0359,97.0745
2015-09-21,97.0563,97.1643,96.7743,96.8821
2015-09-22,97.0032,97.6305,96.5947,97.2211
2015-09-23,97.5724,97.7638,97.3844,97.5758
2015-09-24,97.7227,98.4902,97.2459,98.0120
2015-09-25,97.9674,98.8310,95.3100,96.1576
2015-09-28,96.5156,97.0048,95.6720,96.1595
2015-09-29,95.7835,96.2503,95.7303,96.1969
2015-09-30,95.9185,96.0071,95.3273,95.4155
2015-10-01,95.7165,95.8076,93.4521,93.5412
2015-10-02,93.8386,93.9506,93.0615,93.1726
2015-10-05,93.0462,93.4057,91.2170,91.5708
2015-10-06,91.4775,94.2376,90.6500,93.3927
2015-10-07,93.6425,94.1486,93.1235,93.6295
2015-10-08,94.4437,95.3431,92.2032,93.0897
2015-10-09,92.7649,93.3170,92.6288,93.1802
2015-10-12,92.9576,93.5970,92.4378,93.0765
2015-10-13,93.0584,94.4097,92.3515,93.6980
2015-10-14,94.1209,94.8028,92.9802,93.6587
2015-10-15,93.5123,94.0353,93.3620,93.8844
2015-10-16,93.6453,94.8502,93.2766,94.4783
2015-10-19,94.2156,94.3742,93.7998,93.9579
2015-10-20,93.6077,94.1765,92.4156,92.9806
2015-10-21,93.0067,93.0080,92.7477,92.7490
2015-10-22,92.5316,93.6405,90.9991,92.1029
2015-10-23,92.2125,92.7515,92.0201,92.5584
2015-10-26,92.5756,93.1951,91.1544,91.7685
2015-10-27,91.8025,92.7597,90.5712,91.5255
2015-10-28,91.1713,92.1596,90.9067,91.8928
2015-10-29,92.5178,93.8427,90.6484,91.9654
2015-10-30,92.3400,92.6742,91.7070,92.0401
2015-11-02,92.0342,92.2948,91.8096,92.0701
2015-11-03,91.9383,92.6779,91.4663,92.2046
2015-11-04,91.9000,92.0369,91.6777,91.8145
2015-11-05,91.9669,92.4136,90.6628,91.1053
2015-11-06,90.8317,91.1547,89.2269,89.5452
2015-11-09,89.4284,89.9901,88.9629,89.5242
2015-11-10,89.3779,90.1675,87.2851,88.0631
2015-11-11,87.7670,88.1436,86.7167,87.0905
2015-11-12,87.1709,87.6630,85.8870,86.3746
2015-11-13,86.0973,86.2061,85.2751,85.3829
2015-11-16,85.5944,86.4096,85.1551,85.9684
2015-11-17,85.6231,85.8735,84.2702,84.5173
2015-11-18,84.3928,85.1945,83.6038,84.4054
2015-11-19,84.0366,85.1599,83.9420,85.0641
2015-11-20,85.1977,85.5132,83.2731,83.5827
2015-11-23,83.7224,84.7261,83.2055,84.2062
2015-11-24,83.9836,86.1256,83.3291,85.4595
2015-11-25,85.6385,86.3917,85.3104,86.0620
2015-11-26,85.4599,88.7967,83.9248,87.2298
2015-11-27,87.3246,87.7969,86.0273,86.4951
2015-11-30,86.7155,87.6828,86.1788,87.1434
2015-12-01,87.3791,89.2243,87.1526,88.9935
2015-12-02,89.3420,90.2198,87.9542,88.8270
2015-12-03,88.8750,89.1923,88.7221,89.0392
2015-12-04,89.4891,89.5808,88.8129,88.9040
2015-12-07,88.4353,89.8712,88.0814,89.5130
2015-12-08,89.0128,89.1613,88.1176,88.2648
2015-12-09,88.2819,89.2034,87.5261,88.4462
2015-12-10,88.4533,88.4835,87.8113,87.8412
2015-12-11,87.6296,88.8022,86.1914,87.3604
2015-12-14,87.3466,87.5897,87.3175,87.5606
2015-12-15,87.7449,88.0430,86.6922,86.9878
2015-12-16,87.3454,87.5140,87.1718,87.3403
2015-12-17,87.7358,88.8104,86.3671,87.4381
2015-12-18,87.1947,88.8537,86.7527,88.4057
2015-12-21,88.3390,88.9167,86.4544,87.0234
2015-12-22,86.7254,87.0135,86.6979,86.9859
2015-12-23,86.9489,87.2756,86.4385,86.7645
2015-12-24,86.5096,89.0791,86.4930,89.0621
2015-12-25,89.0301,90.5778,88.9686,90.5153
2015-12-28,90.3640,91.4352,89.9543,91.0225
2015-12-29,91.2044,92.6493,91.1839,92.6285
2015-12-30,92.9690,93.5916,92.2559,92.8778
2015-12-31,92.8710,93.2557,91.9308,92.3133
2016-01-01,92.4353,92.6092,90.8549,91.0262
2016-01-04,91.1490,91.7541,89.7974,90.3975
2016-01-05,90.5112,90.9145,90.2606,90.6635
2016-01-06,90.9296,91.1382,90.8465,91.0550
2016-01-07,90.4496,91.3712,90.1813,91.1010
2016-01-08,91.0568,91.0856,89.8534,89.8818
2016-01-11,89.6333,90.0491,89.2117,89.6275
2016-01-12,89.5296,90.6789,88.7772,89.9232
2016-01-13,89.9509,90.1252,88.7024,88.8746
2016-01-14,88.4228,90.4226,87.1997,89.1889
2016-01-15,89.7016,90.2880,88.4705,89.0527
2016-01-18,89.5878,90.9429,89.2907,90.6423
2016-01-19,90.8199,91.5476,90.7281,91.4551
2016-01-20,91.6566,92.5238,91.4549,92.3206
2016-01-21,92.1450,92.6792,90.8537,91.3835
2016-01-22,91.2992,91.5718,90.6115,90.8829
2016-01-25,91.0131,91.7246,89.7313,90.4383
2016-01-26,90.7789,92.1012,90.6456,91.9662
2016-01-27,92.6581,92.9352,91.8901,92.1656
2016-01-28,92.0938,93.1036,91.3677,92.3753
2016-01-29,92.0795,93.8021,91.9023,93.6219
2016-02-01,92.9769,95.3347,92.7045,95.0563
2016-02-02,94.6064,94.7990,94.1424,94.3345
2016-02-03,94.6453,96.0998,93.9537,95.4026
2016-02-04,95.3507,95.5560,94.8742,95.0790
2016-02-05,95.4465,95.6511,94.5759,94.7790
2016-02-08,94.6479,95.1114,93.7005,94.1616
2016-02-09,94.2651,96.2952,93.9869,96.0119
2016-02-10,96.8756,96.9233,95.0834,95.1301
2016-02-11,94.7974,96.7049,94.6800,96.5853
2016-02-12,96.2702,97.8594,96.2301,97.8186
2016-02-15,97.7823,98.3510,96.5630,97.1279
2016-02-16,97.1825,98.2785,95.7786,96.8711
2016-02-17,96.3689,98.6913,96.2536,98.5734
2016-02-18,98.3549,98.9867,95.9922,96.6129
2016-02-19,96.4135,96.9859,96.3431,96.9151
2016-02-22,96.7851,97.6116,96.4781,97.3029
2016-02-23,97.2408,99.6188,96.3666,98.7313
2016-02-24,98.8281,99.5023,98.5349,99.2081
2016-02-25,98.8075,99.5105,98.5423,99.2441
2016-02-26,99.1347,101.1139,98.9026,100.8778
2016-02-29,100.6038,101.4068,100.1353,100.9367
2016-03-01,101.1297,102.2561,100.1244,101.2496
2016-03-02,101.0838,101.7459,100.9166,101.5779
2016-03-03,101.1984,101.5767,97.9440,98.3116
2016-03-04,98.1394,99.3543,97.8212,99.0332
2016-03-07,98.8169,100.8486,98.5310,100.5577
2016-03-08,100.8063,100.9421,99.8460,99.9807
2016-03-09,99.6057,100.0760,97.9747,98.4396
2016-03-10,98.6569,98.8654,98.1498,98.3576
2016-03-11,98.1747,98.4939,97.4000,97.7178
2016-03-14,97.6964,98.0121,96.3475,96.6599
2016-03-15,96.7863,98.8339,96.6959,98.7417
2016-03-16,99.1762,100.2577,98.3359,99.4155
2016-03-17,98.8265,99.4289,98.2073,98.8095
2016-03-18,98.5517,98.6620,97.7219,97.8314
2016-03-21,97.8115,98.8926,97.3699,98.4480
2016-03-22,99.0078,99.1242,98.2305,98.3460
2016-03-23,98.4231,99.2244,98.3764,99.1773
2016-03-24,98.8483,98.9266,97.7139,97.7913
2016-03-25,97.5992,98.2654,97.1300,97.7952
2016-03-28,97.8110,98.4903,96.6010,97.2766
2016-03-29,96.9458,97.9924,96.2526,97.2968
2016-03-30,97.1090,98.4242,96.2693,97.5804
2016-03-31,97.4830,100.5735,96.0929,99.1595
2016-04-01,99.0143,99.0518,96.2294,96.2659
2016-04-04,95.7839,96.0194,94.7755,95.0091
2016-04-05,95.0476,95.0984,93.8850,93.9352
2016-04-06,93.6913,96.0126,92.9078,95.2164
2016-04-07,94.9077,96.7652,94.6090,96.4616
2016-04-08,95.8951,97.7869,95.8302,97.7207
2016-04-11,97.6956,98.4871,95.9773,96.7613
2016-04-12,97.2335,97.3543,95.6949,95.8139
2016-04-13,95.6956,96.4909,94.1969,94.9862
2016-04-14,95.0600,95.4550,94.8374,95.2320
2016-04-15,94.8559,95.0806,94.2193,94.4430
2016-04-18,94.7375,95.0118,93.5613,93.8329
2016-04-19,94.1209,94.3184,93.1558,93.3517
2016-04-20,93.5131,93.8283,91.6483,91.9583
2016-04-21,91.8167,92.7969,91.7329,92.7123
2016-04-22,92.8933,93.1887,91.8863,92.1793
2016-04-25,92.1515,93.0272,92.0903,92.9655
2016-04-26,93.1780,95.5877,92.5007,94.8979
2016-04-27,95.1089,95.7321,93.1347,93.7490
2016-04-28,93.6064,93.8270,93.4290,93.6496
2016-04-29,93.8951,93.8984,93.7891,93.7923
2016-05-02,93.5055,93.7595,92.5510,92.8030
2016-05-03,93.0388,93.6819,91.6392,92.2771
2016-05-04,92.2859,92.4101,92.1559,92.2801
2016-05-05,92.7291,92.9603,91.7396,91.9689
2016-05-06,92.1155,94.2302,91.5230,93.6280
2016-05-09,93.3751,96.6604,92.2252,95.4845
2016-05-10,95.2958,95.6052,94.2993,94.6064
2016-05-11,94.6412,94.6562,94.4968,94.5118
2016-05-12,94.5825,94.8840,91.1152,91.4065
2016-05-13,90.9552,92.5838,90.7184,92.3433
2016-05-16,92.5905,93.4730,91.6365,92.5183
2016-05-17,92.4014,95.9762,92.2591,95.8286
2016-05-18,95.4879,96.4031,94.9477,95.8608
2016-05-19,96.1532,98.1039,96.0546,98.0034
2016-05-20,98.2963,98.3925,97.8006,97.8965
2016-05-23,98.1719,98.4505,96.4914,96.7661
2016-05-24,96.4162,98.1953,93.5810,95.3402
2016-05-25,95.5306,95.8192,95.0532,95.3413
2016-05-26,94.8946,95.1444,94.3836,94.6326
2016-05-27,94.4495,95.8192,94.1508,95.5172
2016-05-30,95.4634,96.6231,95.0738,96.2303
2016-05-31,96.4142,97.0368,96.1646,96.7862
2016-06-01,96.6852,98.2750,96.3351,97.9204
2016-06-02,97.6078,98.0052,97.4654,97.8624
2016-06-03,97.8541,98.6210,97.2381,98.0041
2016-06-06,98.0295,98.6917,97.6028,98.2640
2016-06-07,98.3079,98.5675,97.2554,97.5129
2016-06-08,97.0407,97.8247,96.9010,97.6840
2016-06-09,97.6386,98.9706,96.9745,98.3020
2016-06-10,98.3490,99.2678,97.5458,98.4636
2016-06-13,98.4753,99.3760,97.2848,98.1828
2016-06-14,98.3435,98.3555,96.9647,96.9765
2016-06-15,97.2040,98.8520,97.1144,98.7609
2016-06-16,98.8216,99.0156,97.6950,97.8872
2016-06-17,98.2491,99.7248,96.4181,97.8884
2016-06-20,97.8823,99.3007,96.6174,98.0339
2016-06-21,98.0122,98.6824,97.9318,98.6015
2016-06-22,99.0484,99.5005,98.6949,99.1467
2016-06-23,99.0474,99.3403,98.8168,99.1095
2016-06-24,99.1406,100.3844,98.3533,99.5935
2016-06-27,99.9077,99.9515,99.4655,99.5091
2016-06-28,99.7506,99.8024,99.1413,99.1928
2016-06-29,99.1920,101.9021,98.2965,100.9904
2016-06-30,101.1822,104.0663,100.6875,103.5599
2016-07-01,103.3202,105.2145,102.0711,103.9577
2016-07-04,104.3681,105.2369,103.8578,104.7249
2016-07-05,104.5784,106.8094,104.0182,106.2402
2016-07-06,105.7471,107.0159,105.5516,106.8185
2016-07-07,107.0626,107.3301,106.0703,106.3360
2016-07-08,106.0016,108.1753,105.3978,107.5626
2016-07-11,107.3030,107.8891,106.0743,106.6568
2016-07-12,106.6392,106.8607,104.5956,104.8134
2016-07-13,105.2347,105.7424,104.7377,105.2454
2016-07-14,104.8935,106.0711,104.7595,105.9357
2016-07-15,106.0352,108.0772,105.5454,107.5803
2016-07-18,107.7294,110.7753,106.0889,109.1137
2016-07-19,109.7193,110.4667,109.1939,109.9402
2016-07-20,110.1282,112.8515,109.6333,112.3466
2016-07-21,112.3564,112.8153,112.2862,112.7448
2016-07-22,112.6535,113.8746,111.0940,112.3114
2016-07-25,112.7708,113.0385,112.0426,112.3092
2016-07-26,112.0704,112.4643,109.3728,109.7586
2016-07-27,110.3227,110.8388,107.8410,108.3479
2016-07-28,107.9906,109.4735,107.4455,108.9237
2016-07-29,108.6528,109.2049,107.6810,108.2310
2016-08-01,107.9487,110.0576,107.7745,109.8803
2016-08-02,109.5899,114.0908,108.4580,112.9244
2016-08-03,112.3155,113.7575,111.7857,113.2235
2016-08-04,113.3245,113.6021,112.7930,113.0700
2016-08-05,113.1673,113.2391,112.5413,112.6128
2016-08-08,112.7593,113.2559,112.7334,113.2299
2016-08-09,112.8862,114.0320,111.3155,112.4570
2016-08-10,112.2971,114.8323,111.7787,114.3046
2016-08-11,114.5319,116.2779,113.7429,115.4824
2016-08-12,115.5536,117.2909,114.4156,116.1470
2016-08-15,115.1750,116.5425,114.2360,115.6000
2016-08-16,116.2777,116.5237,116.1352,116.3812
2016-08-17,116.1910,118.0917,115.8037,117.6993
2016-08-18,118.0705,118.1335,117.0090,117.0715
2016-08-19,116.8462,117.0611,116.6886,116.9034
2016-08-22,117.0256,117.6175,116.0238,116.6136
2016-08-23,116.4646,118.2483,116.4601,118.2437
2016-08-24,118.0733,119.5557,115.9161,117.3899
2016-08-25,117.5261,118.6588,115.2369,116.3583
2016-08-26,116.4240,117.1092,115.9942,116.6785
2016-08-29,117.3070,117.6092,115.7498,116.0487
2016-08-30,116.1299,120.2060,114.6914,118.7353
2016-08-31,118.4923,119.4855,117.0717,118.0613
2016-09-01,117.5840,118.9721,116.6953,118.0796
2016-09-02,118.8333,121.4253,118.4824,121.0678
2016-09-05,121.1959,123.3629,120.5819,122.7411
2016-09-06,122.7579,125.7933,122.1012,125.1240
2016-09-07,125.5689,125.6917,124.7488,124.8709
2016-09-08,124.7726,126.1339,124.6048,125.9645
2016-09-09,126.2510,127.8916,124.1188,125.7530
2016-09-12,125.1141,127.6766,125.0044,127.5647
2016-09-13,127.5245,128.9637,125.8884,127.3253
2016-09-14,126.8625,130.8099,126.0754,130.0033
2016-09-15,130.1354,132.6734,129.4051,131.9331
2016-09-16,131.5762,134.3074,131.3619,134.0890
2016-09-19,134.4178,134.4356,133.9711,133.9889
2016-09-20,133.6470,135.6686,133.1702,135.1864
2016-09-21,135.2492,138.6001,134.0455,137.3775
2016-09-22,137.1755,138.2525,137.0092,138.0851
2016-09-23,138.7225,142.7086,137.9687,141.9373
2016-09-26,141.9772,143.0861,140.1928,141.2963
2016-09-27,140.7729,141.6776,137.1027,137.9896
2016-09-28,137.7165,139.9631,137.5264,139.7701
2016-09-29,139.2064,141.7429,137.8156,140.3407
2016-09-30,140.3221,140.8663,137.9970,138.5343
2016-10-03,138.3065,140.2509,137.5711,139.5092
2016-10-04,139.8836,140.1625,136.2132,136.4854
2016-10-05,136.4451,139.0675,135.2020,137.8120
2016-10-06,137.7037,138.1072,137.4267,137.8300
2016-10-07,138.1947,138.3087,137.1915,137.3047
2016-10-10,137.7072,138.2127,136.6009,137.1042
2016-10-11,136.7787,137.3620,136.4434,137.0261
2016-10-12,137.3626,139.0742,137.1601,138.8695
2016-10-13,138.9735,139.8322,136.0473,136.8932
2016-10-14,137.4701,138.3391,135.8800,136.7444
2016-10-17,136.9434,137.8317,134.2660,135.1427
2016-10-18,135.5639,137.6609,134.9825,137.0731
2016-10-19,136.9126,137.9072,134.9066,135.8938
2016-10-20,136.3150,136.7487,136.1990,136.6325
2016-10-21,136.9895,137.3243,134.5362,134.8658
2016-10-24,134.0600,134.6441,132.4549,133.0345
2016-10-25,132.5920,136.1103,131.7791,135.2809
2016-10-26,135.2049,136.3957,135.0672,136.2570
2016-10-27,136.4685,137.5394,134.5452,135.6093
2016-10-28,135.5412,137.0649,133.8192,135.3407
2016-10-31,135.2738,136.1588,134.7468,135.6304
2016-11-01,135.0817,136.9691,134.7727,136.6566
2016-11-02,136.8134,137.4226,135.1444,135.7488
2016-11-03,136.0835,136.6107,135.5785,136.1056
2016-11-04,136.7013,138.3624,135.5029,137.1600
2016-11-07,136.9268,139.0815,136.2244,138.3717
2016-11-08,138.4416,141.7237,137.9750,141.2476
2016-11-09,141.5524,142.3735,141.0067,141.8267
2016-11-10,142.1461,145.3232,140.7463,143.9060
2016-11-11,143.6379,146.8938,142.6226,145.8628
2016-11-14,146.4158,147.8562,141.8964,143.3062
2016-11-15,143.5461,145.3090,140.3161,142.0608
2016-11-16,141.5016,142.1082,140.9041,141.5107
2016-11-17,142.0922,142.4219,140.0381,140.3638
2016-11-18,140.3736,142.8406,139.9690,142.4300
2016-11-21,142.6470,146.0545,141.6589,145.0498
2016-11-22,145.1499,147.0035,142.2683,144.1086
2016-11-23,144.0586,144.6624,143.2517,143.8546
2016-11-24,143.3198,146.0969,142.7830,145.5517
2016-11-25,144.8280,144.8523,142.8348,142.8588
2016-11-28,143.2008,144.5389,142.9760,144.3124
2016-11-29,144.0735,145.3659,143.0129,144.3036
2016-11-30,145.0265,145.5877,143.3850,143.9420
2016-12-01,144.0086,146.3514,143.5623,145.8992
2016-12-02,145.5113,146.0999,143.0217,143.6025
2016-12-05,144.3092,147.5934,143.3137,146.5823
2016-12-06,147.0148,148.4275,142.5787,143.9621
2016-12-07,143.7527,145.5132,143.0014,144.7567
2016-12-08,144.1878,146.6455,140.9690,143.4134
2016-12-09,143.3958,147.5384,142.1108,146.2280
2016-12-12,146.6149,148.0222,146.4031,147.8087
2016-12-13,147.6239,147.9418,145.4684,145.7824
2016-12-14,145.6347,145.9962,145.0910,145.4521
2016-12-15,145.9867,146.5914,145.2788,145.8830
2016-12-16,146.0280,147.6740,144.8612,146.5034
2016-12-19,146.0813,148.0039,144.8633,146.7800
2016-12-20,147.3072,149.3102,146.8647,148.8630
2016-12-21,149.3993,149.6001,147.7612,147.9600
2016-12-22,147.7035,151.3691,146.5306,150.1766
2016-12-23,150.7772,152.7472,149.9634,151.9272
2016-12-26,152.2101,152.7668,151.8593,152.4155
