date,open,high,low,close
2015-04-27,99.5742,102.2979,98.2654,100.9708
2015-04-28,100.2224,100.4398,99.7494,99.9662
2015-04-29,99.4982,100.0121,99.0534,99.5670
2015-04-30,99.8102,100.9425,99.1943,100.3233
2015-05-01,99.9671,101.3878,99.0493,100.4654
2015-05-04,100.2729,103.2380,100.0740,103.0336
2015-05-05,102.8301,103.9465,99.9516,101.0487
2015-05-06,101.1906,102.0925,100.1499,101.0506
2015-05-07,102.0680,103.9957,101.1366,103.0552
2015-05-08,103.7094,106.2053,103.0099,105.4937
2015-05-11,105.8172,106.2197,105.3608,105.7632
2015-05-12,105.2279,107.8949,104.5397,107.1938
2015-05-13,107.0955,107.7534,105.2881,105.9389
2015-05-14,106.0007,106.9945,104.0608,105.0457
2015-05-15,105.0258,106.8658,104.4754,106.3086
2015-05-18,106.7228,107.6978,106.2626,107.2354
2015-05-19,107.1263,108.9973,105.8255,107.6896
2015-05-20,107.8684,108.2423,106.8850,107.2567
2015-05-21,106.7119,108.8675,104.9416,107.0910
2015-05-22,107.1687,111.1072,106.6739,110.5966
2015-05-25,110.0954,110.5709,107.0196,107.4838
2015-05-26,107.2908,109.1600,105.5547,107.4217
2015-05-27,107.5541,108.2652,106.0997,106.8060
2015-05-28,106.4847,107.5389,104.0971,105.1379
2015-05-29,105.1751,106.1991,104.6082,105.6298
2015-06-01,104.8244,106.4644,101.3892,103.0006
2015-06-02,102.8401,105.2726,102.8009,105.2325
2015-06-03,104.7805,105.7405,103.2821,104.2371
2015-06-04,103.3730,105.3523,103.1448,105.1203
2015-06-05,104.9936,107.6091,104.0569,106.6576
2015-06-08,106.4740,107.0729,104.6719,105.2640
2015-06-09,104.9760,106.2866,102.5260,103.8222
2015-06-10,103.8674,104.8540,101.2811,102.2524
2015-06-11,102.8101,103.5943,101.9529,102.7366
2015-06-12,101.7120,105.4651,101.6177,105.3674
2015-06-15,106.2156,106.5192,104.6338,104.9337
2015-06-16,104.4440,106.5868,100.2277,102.3270
2015-06-17,101.5742,103.6938,100.6181,102.7268
2015-06-18,102.6536,103.1443,101.7958,102.2848
2015-06-19,102.6209,102.8167,99.9115,100.1025
2015-06-22,99.6736,101.3830,99.3659,101.0709
2015-06-23,101.6022,101.8859,101.4339,101.7174
2015-06-24,101.0600,102.3552,100.4950,101.7862
2015-06-25,102.0270,104.4158,99.8720,102.2559
2015-06-26,102.1925,104.0464,98.0731,99.8851
2015-06-29,99.5444,101.2859,98.5858,100.3198
2015-06-30,101.3777,101.5751,100.6878,100.8843
2015-07-01,100.5699,100.8641,99.6438,99.9361
2015-07-02,100.7471,101.3006,98.9983,99.5453
2015-07-03,99.1835,102.3346,98.5765,101.7120
2015-07-06,100.7751,104.6287,98.4819,102.3008
2015-07-07,102.0388,103.0051,100.0112,100.9673
2015-07-08,101.1550,101.4284,98.3335,98.6000
2015-07-09,98.5027,100.3386,97.6857,99.5132
2015-07-10,99.2359,99.3772,97.9936,98.1333
2015-07-13,97.8454,103.1854,94.9521,100.2218
2015-07-14,100.7376,100.9981,98.3914,98.6466
2015-07-15,98.3499,99.7515,98.2105,99.6104
2015-07-16,100.0992,102.8199,99.2309,101.9356
2015-07-17,102.4304,102.9142,100.0844,100.5595
2015-07-20,100.9837,101.6668,100.9077,101.5903
2015-07-21,101.5178,103.0894,101.2875,102.8561
2015-07-22,103.6690,104.6114,101.2815,102.2107
2015-07-23,101.9691,103.0046,101.4566,102.4894
2015-07-24,102.2638,102.5505,100.0884,100.3698
2015-07-27,100.4845,103.8956,98.0968,101.4842
2015-07-28,101.5858,103.6124,101.3832,103.4062
2015-07-29,103.0504,105.1938,102.5488,104.6842
2015-07-30,105.2376,105.3802,103.4052,103.5455
2015-07-31,103.9893,106.9536,102.4776,105.4211
2015-08-03,105.8655,107.5938,104.4914,106.2152
2015-08-04,105.8678,107.6467,104.6625,106.4350
2015-08-05,105.8091,108.7501,105.1691,108.0962
2015-08-06,108.7937,109.7709,107.4240,108.3976
2015-08-07,108.1684,108.2592,104.7664,104.8544
2015-08-10,104.8536,106.1511,102.7785,104.0663
2015-08-11,104.4372,104.4983,103.3912,103.4518
2015-08-12,102.2080,102.5197,101.7659,102.0772
2015-08-13,101.4408,104.5507,100.2884,103.3763
2015-08-14,103.6600,104.6092,102.9299,103.8776
2015-08-17,104.1967,104.2030,103.2526,103.2590
2015-08-18,103.6772,104.2856,102.5756,103.1811
2015-08-19,103.3429,106.5167,102.0158,105.1661
2015-08-20,105.2094,107.6887,104.0969,106.5618
2015-08-21,106.7777,106.8525,105.2736,105.3474
2015-08-24,105.4603,105.7702,104.8785,105.1875
2015-08-25,105.4751,106.4274,105.2243,106.1749
2015-08-26,105.8245,107.9825,103.1535,105.3008
2015-08-27,105.2144,106.4763,103.7505,105.0099
2015-08-28,105.6878,105.9910,104.4347,104.7351
2015-08-31,104.5227,104.9921,104.3330,104.8018
2015-09-01,104.6217,107.9278,103.6152,106.8994
2015-09-02,106.5618,108.5986,103.9111,105.9359
2015-09-03,105.8232,109.0709,104.1174,107.3407
2015-09-04,106.5879,108.5956,105.6009,107.5993
2015-09-07,107.1673,108.0648,105.7391,106.6322
2015-09-08,106.2729,109.6334,105.6174,108.9612
2015-09-09,108.0907,108.7736,105.7575,106.4299
2015-09-10,106.2603,108.1497,104.7517,106.6358
2015-09-11,107.1621,108.0994,106.7646,107.6999
2015-09-14,107.1824,108.5822,106.6129,108.0083
2015-09-15,108.2369,109.4492,105.5914,106.7874
2015-09-16,106.0710,106.5890,104.0064,104.5169
2015-09-17,104.4591,107.2691,104.2280,107.0323
2015-09-18,106.6783,108.6111,103.4711,105.3804
2015-09-21,105.3421,106.4000,102.8351,103.8782
2015-09-22,104.0907,106.1859,102.2868,104.3770
2015-09-23,104.2820,106.0273,103.4224,105.1605
2015-09-24,105.4628,106.4640,103.9539,104.9502
2015-09-25,105.5142,105.7675,103.9157,104.1657
2015-09-28,104.5134,106.2319,100.4719,102.1515
2015-09-29,102.1325,102.6066,101.9421,102.4156
2015-09-30,102.3130,103.5233,101.6884,102.8951
2015-10-01,103.1837,103.9687,100.9231,101.6968
2015-10-02,101.5500,101.8696,100.6849,101.0027
2015-10-05,101.6408,102.9862,98.7563,100.0812
2015-10-06,99.6556,101.6793,98.6114,100.6249
2015-10-07,100.8486,102.1014,100.7547,102.0064
2015-10-08,101.9378,102.7103,98.5276,99.2800
2015-10-09,99.6131,99.6596,99.2334,99.2798
2015-10-12,100.2110,101.0199,97.5643,98.3582
2015-10-13,98.9385,100.0372,97.7806,98.8787
2015-10-14,99.0313,99.5007,98.6428,99.1119
2015-10-15,99.1547,99.8873,98.3967,99.1291
2015-10-16,98.9078,102.0374,97.5943,100.7001
2015-10-19,100.2612,101.8810,98.4170,100.0331
2015-10-20,99.9431,100.8674,97.9828,98.8975
2015-10-21,98.7185,99.8312,98.6916,99.8040
2015-10-22,100.3209,101.1516,98.4787,99.3009
2015-10-23,99.8782,100.5743,98.0726,98.7608
2015-10-26,98.3129,100.1024,97.1195,98.9018
2015-10-27,98.3123,100.8699,97.1255,99.6668
2015-10-28,100.0926,100.4040,98.4902,98.7976
2015-10-29,99.1116,100.6614,98.0182,99.5631
2015-10-30,99.2841,101.2603,98.3285,100.2949
2015-11-02,100.7828,101.5965,100.6612,101.4741
2015-11-03,101.3618,102.4276,100.7181,101.7812
2015-11-04,102.1031,103.3034,98.5016,99.6733
2015-11-05,99.1782,99.7130,98.7398,99.2742
2015-11-06,100.0087,101.7959,95.0232,96.7522
2015-11-09,96.3916,98.5329,95.0723,97.2024
2015-11-10,96.7990,96.9174,96.2441,96.3620
2015-11-11,96.6291,97.4571,94.3730,95.1887
2015-11-12,95.8563,96.7946,94.0314,94.9610
2015-11-13,94.9001,95.1306,94.6363,94.8667
2015-11-16,94.2604,96.7226,93.2603,95.7071
2015-11-17,95.1674,97.2602,91.0195,93.0661
2015-11-18,93.2573,94.0328,91.3542,92.1202
2015-11-19,91.7530,92.8967,90.8754,92.0167
2015-11-20,91.5130,92.1861,91.4869,92.1598
2015-11-23,92.1883,93.6714,91.6835,93.1613
2015-11-24,93.0333,95.3641,92.4126,94.7322
2015-11-25,94.2054,96.4468,92.7284,94.9580
2015-11-26,95.7858,96.2321,95.0622,95.5073
2015-11-27,95.6770,97.3629,93.2697,94.9427
2015-11-30,94.9192,95.8551,94.4038,95.3374
2015-12-01,95.5586,97.3223,94.8959,96.6520
2015-12-02,96.3453,99.2337,95.2028,98.0708
2015-12-03,97.7581,100.4701,96.8630,99.5585
2015-12-04,99.2762,99.5329,98.8761,99.1324
2015-12-07,98.6856,102.8388,98.0318,102.1620
2015-12-08,102.3247,103.2078,98.7895,99.6496
2015-12-09,99.7313,100.9709,98.0322,99.2660
2015-12-10,98.7525,98.7756,98.2099,98.2329
2015-12-11,98.4103,99.4161,97.2091,98.2128
2015-12-14,97.8978,98.8189,94.4908,95.3883
2015-12-15,95.2389,96.8362,94.2956,95.8864
2015-12-16,95.2670,96.7566,95.0879,96.5750
2015-12-17,96.4064,98.2715,96.2477,98.1100
2015-12-18,97.3760,99.2272,97.1165,98.9634
2015-12-21,99.2964,100.4430,94.3783,95.4808
2015-12-22,94.8981,95.5933,94.8087,95.5033
2015-12-23,95.5728,95.9403,94.1519,94.5153
2015-12-24,94.3236,95.8546,93.9495,95.4760
2015-12-25,94.8729,96.0170,94.7947,95.9380
2015-12-28,94.8159,96.3395,94.6701,96.1916
2015-12-29,95.9433,96.1050,95.5573,95.7187
2015-12-30,96.3835,97.8734,94.1368,95.6149
2015-12-31,96.0644,96.3088,93.9956,94.2353
2016-01-01,94.0321,94.9992,93.0564,94.0235
2016-01-04,94.4732,96.1220,93.2969,94.9399
2016-01-05,95.2376,97.3931,93.5781,95.7251
2016-01-06,96.0488,96.9773,94.4998,95.4222
2016-01-07,95.4076,95.4787,95.0589,95.1298
2016-01-08,95.8537,96.5449,95.0646,95.7552
2016-01-11,95.7782,97.2036,94.6812,96.1028
2016-01-12,96.3605,97.1855,95.2365,96.0589
2016-01-13,95.8951,96.2324,95.2797,95.6160
2016-01-14,95.3599,95.6736,94.0490,94.3593
2016-01-15,94.7730,94.7915,94.5534,94.5719
2016-01-18,94.0988,95.0543,93.8676,94.8213
2016-01-19,95.3349,95.8915,94.6509,95.2068
2016-01-20,95.4934,98.8054,94.0502,97.3344
2016-01-21,98.3549,99.7376,94.6071,95.9561
2016-01-22,95.3899,95.6569,94.4048,94.6698
2016-01-25,94.5669,94.5737,92.9685,92.9752
2016-01-26,93.0773,96.0646,92.6019,95.5764
2016-01-27,96.3814,98.2314,93.4626,95.2917
2016-01-28,94.7203,95.4915,94.2670,95.0366
2016-01-29,94.4390,96.0930,94.2999,95.9517
2016-02-01,95.7161,99.4192,94.9997,98.6806
2016-02-02,98.6946,99.6681,96.1788,97.1370
2016-02-03,97.7691,98.9382,96.1796,97.3437
2016-02-04,97.7505,98.3116,94.8609,95.4087
2016-02-05,95.7759,96.5278,95.3741,96.1246
2016-02-08,96.4058,96.7429,95.4537,95.7886
2016-02-09,95.8747,96.9901,95.1031,96.2159
2016-02-10,96.8440,97.3574,93.6407,94.1397
2016-02-11,94.4848,96.6390,92.7510,94.8976
2016-02-12,95.4337,96.1121,94.1332,94.8071
2016-02-15,95.3901,95.7807,93.6283,94.0133
2016-02-16,93.0426,96.4693,92.1039,95.5058
2016-02-17,95.8102,98.2154,94.8959,97.2870
2016-02-18,97.5157,99.0308,92.7903,94.2547
2016-02-19,93.9601,96.6345,92.3480,95.0044
2016-02-22,94.9494,96.5866,94.7743,96.4089
2016-02-23,96.2758,100.2631,95.0395,98.9919
2016-02-24,98.9907,99.9951,98.3901,99.3920
2016-02-25,99.7161,100.9821,99.3124,100.5749
2016-02-26,100.3954,100.9890,99.9725,100.5654
2016-02-29,100.8495,102.6186,100.4390,102.2025
2016-03-01,103.1071,103.7042,101.1848,101.7742
2016-03-02,102.1786,102.2197,101.4150,101.4558
2016-03-03,100.6569,100.7147,99.6321,99.6894
2016-03-04,99.6277,101.6752,98.3553,100.3930
2016-03-07,99.7900,102.6265,99.6290,102.4612
2016-03-08,102.8066,104.3992,101.2195,102.8120
2016-03-09,103.1301,105.2001,98.5563,100.5749
2016-03-10,100.1625,102.1345,97.7441,99.7072
2016-03-11,99.5339,100.8777,99.2491,100.5898
2016-03-14,100.2649,101.1347,99.1719,100.0397
2016-03-15,100.3186,102.8148,99.3209,101.8023
2016-03-16,101.2084,101.9967,100.8115,101.5983
2016-03-17,100.8914,101.9695,99.9721,101.0488
2016-03-18,100.3352,100.7752,98.3661,98.7993
2016-03-21,99.4123,100.8493,98.4175,99.8502
2016-03-22,98.7379,99.9177,98.2226,99.3990
2016-03-23,99.4513,100.4862,99.4437,100.4784
2016-03-24,101.8781,102.3839,98.9545,99.4482
2016-03-25,99.5544,99.8824,98.3429,98.6679
2016-03-28,98.3326,98.8885,97.6249,98.1799
2016-03-29,98.5907,98.6330,95.4020,95.4430
2016-03-30,95.8204,96.3178,94.8117,95.3065
2016-03-31,95.5859,97.0222,94.5948,96.0265
2016-04-01,97.1904,98.4555,92.9843,94.2106
2016-04-04,94.4345,96.0933,89.6117,91.2139
2016-04-05,90.8468,91.4451,89.9016,90.4976
2016-04-06,90.2285,93.0600,88.7427,91.5525
2016-04-07,91.5752,92.0453,90.3211,90.7872
2016-04-08,90.8014,92.0359,90.4715,91.7026
2016-04-11,91.5565,91.8856,90.6159,90.9428
2016-04-12,91.2352,92.8291,90.7922,92.3806
2016-04-13,92.4245,92.7192,90.7118,91.0019
2016-04-14,90.6823,93.5790,88.2394,91.1242
2016-04-15,91.1827,91.8578,90.9010,91.5749
2016-04-18,91.8130,92.0201,90.6741,90.8791
2016-04-19,91.0128,92.1447,89.0685,90.1902
2016-04-20,89.7150,90.9841,87.3890,88.6429
2016-04-21,88.4047,90.1981,88.3974,90.1906
2016-04-22,90.2781,91.4936,87.4617,88.6553
2016-04-25,88.5660,89.4339,88.0044,88.8704
2016-04-26,88.1014,90.9450,87.5824,90.4124
2016-04-27,90.9698,91.1052,90.5439,90.6788
2016-04-28,90.8261,91.4488,90.1688,90.7912
2016-04-29,90.7319,91.9745,89.6760,90.9164
2016-05-02,90.8688,91.6602,89.0123,89.7943
2016-05-03,89.3982,89.4493,88.9194,88.9702
2016-05-04,88.6360,91.6863,88.1547,91.1911
2016-05-05,91.0360,92.3456,90.0156,91.3220
2016-05-06,91.7236,92.6178,91.1210,92.0133
2016-05-09,91.8885,94.0437,91.3498,93.4955
2016-05-10,93.6773,95.0160,91.4214,92.7468
2016-05-11,92.8345,92.9441,92.7200,92.8296
2016-05-12,93.1376,94.3282,89.4551,90.6134
2016-05-13,90.1306,91.2509,88.0346,89.1427
2016-05-16,88.7384,89.7976,87.8950,88.9522
2016-05-17,89.6824,94.2558,89.0239,93.5687
2016-05-18,93.6498,94.6292,92.9969,93.9741
2016-05-19,94.5030,95.5560,94.3364,95.3879
2016-05-20,95.7760,96.2084,94.8949,95.3253
2016-05-23,95.2779,96.0365,93.9862,94.7406
2016-05-24,94.8871,95.2045,93.9472,94.2625
2016-05-25,93.4711,95.8719,92.2331,94.6187
2016-05-26,94.3389,95.7251,91.7364,93.1045
2016-05-27,92.5582,93.7994,92.0363,93.2734
2016-05-30,93.9980,94.7604,91.8893,92.6407
2016-05-31,92.1217,92.7553,91.1895,91.8210
2016-06-01,90.9257,93.5844,90.9245,93.5831
2016-06-02,94.1477,94.8834,93.9391,94.6736
2016-06-03,94.5874,95.3821,93.5379,94.3305
2016-06-06,95.0923,95.3076,94.7339,94.9489
2016-06-07,95.2375,97.1514,91.4271,93.3022
2016-06-08,92.8782,93.4596,92.4667,93.0474
2016-06-09,93.5831,96.3256,91.5282,94.2559
2016-06-10,94.3094,94.3502,92.9059,92.9461
2016-06-13,93.9078,95.1926,91.3008,92.5672
2016-06-14,91.1256,91.9616,90.2621,91.0978
2016-06-15,91.7105,92.0800,91.0581,91.4265
2016-06-16,91.9854,93.1474,89.8676,91.0174
2016-06-17,90.9986,91.3233,89.0368,89.3556
2016-06-20,88.8357,92.4832,88.1330,91.7574
2016-06-21,91.9489,93.1573,90.6795,91.8871
2016-06-22,92.4169,94.1761,92.2027,93.9584
2016-06-23,93.6151,94.8568,92.8139,94.0518
2016-06-24,93.6521,96.5408,93.4094,96.2913
2016-06-27,96.0542,98.9130,93.8558,96.6998
2016-06-28,96.7774,98.5809,96.0615,97.8571
2016-06-29,96.9205,99.2822,96.0504,98.3988
2016-06-30,98.0929,102.0054,97.3064,101.1940
2016-07-01,100.4190,100.9172,99.8200,100.3176
2016-07-04,100.9798,101.2361,100.1328,100.3875
2016-07-05,100.4381,100.7582,99.6273,99.9459
2016-07-06,99.7556,101.7617,98.0538,100.0547
2016-07-07,99.6651,100.1996,99.4464,99.9802
2016-07-08,99.1265,101.5668,98.8019,101.2354
2016-07-11,100.3091,100.3446,99.3893,99.4244
2016-07-12,99.6288,101.1758,97.5429,99.0814
2016-07-13,98.1993,99.9146,97.2195,98.9275
2016-07-14,98.4453,98.5943,98.3917,98.5407
2016-07-15,98.3159,99.3139,97.9015,98.8971
2016-07-18,99.6822,102.5864,98.1611,101.0446
2016-07-19,100.3016,102.7466,99.6212,102.0543
2016-07-20,102.2869,103.6877,102.0157,103.4135
2016-07-21,102.3898,105.4589,100.0479,103.1008
2016-07-22,103.0197,104.1052,99.3695,100.4277
2016-07-25,101.3794,104.3126,96.7473,99.6299
2016-07-26,99.2621,99.7291,95.8565,96.3096
2016-07-27,96.4314,97.9373,93.3733,94.8546
2016-07-28,95.3039,96.9587,93.1831,94.8297
2016-07-29,95.2665,96.5487,92.8435,94.1102
2016-08-01,93.9429,95.1056,93.3444,94.5036
2016-08-02,94.3230,98.0835,94.2183,97.9748
2016-08-03,97.7602,100.6192,97.4284,100.2788
2016-08-04,100.6893,100.9867,99.6679,99.9632
2016-08-05,99.3190,102.6066,98.5496,101.8179
2016-08-08,101.4656,103.7305,100.1812,102.4338
2016-08-09,102.4898,102.8832,102.3501,102.7432
2016-08-10,102.6133,105.2849,100.9890,103.6443
2016-08-11,103.9726,107.2883,102.9650,106.2585
2016-08-12,106.4475,107.8717,104.6530,106.0722
2016-08-15,106.6804,107.9818,103.1597,104.4337
2016-08-16,104.9541,107.7410,103.8483,106.6177
2016-08-17,106.8804,108.1407,104.2320,105.4757
2016-08-18,105.6462,105.9048,105.2079,105.4661
2016-08-19,105.4289,106.1028,104.2398,104.9104
2016-08-22,105.2754,106.8244,103.6318,105.1795
2016-08-23,105.2616,108.2268,104.3756,107.3234
2016-08-24,107.8889,109.2467,106.3296,107.6847
2016-08-25,107.2871,109.2046,106.4218,108.3309
2016-08-26,107.9656,111.1227,107.0230,110.1609
2016-08-29,110.5392,110.5669,109.4612,109.4887
2016-08-30,108.7207,109.2277,108.1403,108.6470
2016-08-31,108.0699,111.1577,106.3820,109.4482
2016-09-01,109.0709,109.2538,107.6115,107.7922
2016-09-02,107.9113,110.4816,107.6935,110.2590
2016-09-05,110.4021,112.8661,109.7747,112.2283
2016-09-06,112.4418,114.9078,111.9856,114.4435
2016-09-07,115.0238,117.2769,112.2596,114.5025
2016-09-08,114.2805,115.9799,113.8296,115.5242
2016-09-09,115.4896,116.4978,114.0221,115.0263
2016-09-12,114.3173,115.5011,113.3123,114.4946
2016-09-13,113.7828,114.7889,112.4409,113.4439
2016-09-14,113.7837,117.4013,111.9886,115.5779
2016-09-15,115.1680,117.5481,115.1333,117.5127
2016-09-16,118.9792,119.6384,117.8651,118.5217
2016-09-19,118.3093,118.4152,117.3746,117.4797
2016-09-20,117.2649,119.0046,116.6735,118.4074
2016-09-21,118.5520,121.9972,117.1420,120.5633
2016-09-22,120.1105,123.0126,118.9084,121.7937
2016-09-23,123.0029,124.7089,122.5091,124.2103
2016-09-26,123.9954,124.6899,123.4460,124.1398
2016-09-27,122.6942,124.8827,119.0379,121.1998
2016-09-28,120.8921,121.5055,120.3003,120.9136
2016-09-29,121.8293,122.6759,118.9022,119.7343
2016-09-30,120.1039,122.1647,116.4716,118.5051
2016-10-03,118.3985,119.3400,118.3881,119.3295
2016-10-04,118.7126,118.8296,118.4363,118.5532
2016-10-05,120.0897,120.5773,118.8697,119.3543
2016-10-06,118.9745,119.7180,118.4881,119.2306
2016-10-07,118.5237,121.3785,118.0803,120.9261
2016-10-10,121.0818,121.4609,120.4416,120.8199
2016-10-11,121.4760,125.6465,119.0774,123.2137
2016-10-12,123.1221,123.8662,122.7858,123.5288
2016-10-13,124.9385,125.3844,121.4953,121.9305
2016-10-14,122.4425,124.4181,119.6451,121.6073
2016-10-17,121.2304,121.7059,120.8972,121.3723
2016-10-18,122.3581,123.1148,121.7735,122.5294
2016-10-19,121.6749,122.3575,120.9423,121.6246
2016-10-20,122.0377,125.3382,119.6176,122.9010
2016-10-21,123.5680,124.5749,121.9347,122.9364
2016-10-24,123.3155,124.0799,120.0497,120.7985
2016-10-25,120.7334,125.1870,118.8912,123.3056
2016-10-26,123.9141,124.2830,123.0767,123.4441
2016-10-27,123.4132,125.3683,120.8745,122.8203
2016-10-28,122.0489,122.8036,121.7100,122.4635
2016-10-31,122.3559,127.8510,118.2600,123.7099
2016-11-01,123.9620,125.0834,123.3725,124.4915
2016-11-02,124.4031,125.0967,123.2158,123.9066
2016-11-03,123.5959,125.6420,123.0891,125.1290
2016-11-04,124.2920,127.0765,121.9525,124.7288
2016-11-07,124.1350,128.0385,123.3623,127.2465
2016-11-08,127.0796,130.2363,127.0503,130.2063
2016-11-09,130.3649,131.4043,129.7413,130.7787
2016-11-10,129.7853,130.5471,129.4863,130.2471
2016-11-11,130.6803,134.1335,128.7316,132.1628
2016-11-14,132.2925,134.5316,128.9535,131.1736
2016-11-15,130.7060,131.8666,128.4809,129.6320
2016-11-16,128.7728,131.0964,127.9002,130.2141
2016-11-17,130.9580,132.7164,128.8768,130.6309
2016-11-18,131.7208,132.8336,129.8647,130.9711
2016-11-21,131.4612,137.4132,129.4820,135.3752
2016-11-22,135.6774,136.7442,131.5810,132.6238
2016-11-23,134.2235,134.4518,132.5682,132.7940
2016-11-24,131.5664,133.5423,131.5072,133.4823
2016-11-25,133.3292,135.1131,130.4449,132.2139
2016-11-28,131.8059,135.9494,130.2573,134.3707
2016-11-29,133.5652,134.4787,132.4355,133.3475
2016-11-30,134.1714,134.6689,133.3970,133.8934
2016-12-01,133.5941,135.1298,133.2964,134.8293
2016-12-02,135.3635,135.5734,134.5300,134.7390
2016-12-05,134.7148,137.7876,134.1875,137.2504
2016-12-06,137.4190,139.2339,135.6065,137.4214
2016-12-07,136.8418,139.4813,135.2339,137.8613
2016-12-08,137.1066,139.0871,134.0606,136.0255
2016-12-09,136.2303,142.0714,133.3141,139.0938
2016-12-12,137.8040,140.0165,137.6414,139.8515
2016-12-13,139.8170,140.9574,137.0588,138.1860
2016-12-14,137.4322,140.9682,134.0247,137.5576
2016-12-15,138.4798,139.1384,134.9523,135.5973
2016-12-16,134.4913,137.1811,133.7057,136.3844
2016-12-19,137.2718,139.3501,135.2364,137.3140
2016-12-20,136.8590,140.3232,136.7110,140.1715
2016-12-21,138.6026,142.8180,138.5079,142.7205
2016-12-22,144.2874,146.6713,143.9669,146.3461
2016-12-23,145.4364,149.4775,143.2340,147.2476
2016-12-26,146.6516,148.8204,146.3130,148.4776
